sentence	label
Who turned all he touched to gold ?	3
How long does cocaine stay in your system ?	5
Who is the famous sister of actress Olivia De Havilland ?	3
What is Olestra ?	0
What are the four largest mountain ranges on the Asian continent ?	4
How big is a normal size penis for a 15-year-old ?	5
What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?	1
What is an Angelus ?	0
What are the four largest mountain ranges in the continental United States ?	4
How much time does the blinking of an eye take ?	5
Which country is Australia 's largest export market ?	4
What month of the year is there no television in Iceland ?	5
How many islands make up Antigua ?	5
What is the history of the hairdryer ?	0
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?	3
What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?	3
What drink is the best thirst-quencher ?	1
Where does Mother Angelica live ?	4
What stereo manufacturer is `` Slightly ahead of its time '' ?	3
What is the regular price ?	5
What state has the most Indians ?	4
What is the best-selling book of all time ?	1
How do you do a bibliography with an unknown author ?	0
What are two plants that clothes are made from ?	1
What makes a clitoris sensitive ?	0
What country has the most time zones , with 11 ?	4
What is the airport code for Los Angeles International ?	5
What is the brand name of the chemical daminozide ?	1
Who was the 3rd president of the United States ?	3
Where can I find detailed information about Manchukuo ?	4
Where does the weird shape of the dinner fish knife originate from ?	4
What Homerian epic chronicles events toward the end of the Trojan Wars ?	1
What Asian country has a bill of rights for cows ?	4
How do you say 2 in Latin ?	1
What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?	3
How old is Stevie Wonder ?	5
What three colors are on the French flag ?	1
How fast is light ?	5
How long should you feed your puppy Purina Puppy Chow ?	5
What river runs through Liverpool ?	4
What is the speed of the Mississippi River ?	5
How do you get bubblegum out of carpet ?	0
What 's played at Wembley Stadium , London , every May ?	1
What 's the common name for acetylsalicylic acid ?	1
How many people have died of tuberculosis ?	5
What racehorse won an Associated Press poll as the greatest horse of the 20th century ?	1
Where does the U.S. get most of its energy ?	4
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	5
Who were the Picts ?	3
What is different about the red and black fox ?	0
How can I gain access to a spy satelite ?	0
What 's the second-largest island in the world ?	4
What actor came to dinner in Guess Who 's Coming to Dinner ?	3
How can I get rich quick ?	0
What basketball player is credited with 23 , 924 rebounds ?	3
What are some colorful flowers that will bloom in the fall in New England ?	1
What football bowl game 's first queen was Hallie Woods ?	1
What is Dick Clark 's date of birth ?	5
What U.S. state includes the San Juan Islands ?	4
How does a parachute work ?	0
What is a Jake brake ?	0
What college enlivens Hanover , New Hampshire ?	3
Who played the part of the Godfather in the movie , ` The Godfather ' ?	3
What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?	1
Where was the largest concentration camp in World War II ?	4
Who is Barbara Jordan ?	3
What is the quickest and easiest way to get nail polish out of clothes ?	1
Name the Four Horsemen of the Apocalypse .	3
What does `` E Pluribus Unum '' on the penny mean ?	0
What is average salary of restaurant manager in United States ?	5
What 's men 's par on a 455-yard golf hole ?	5
What Japanese electronics company was named for a coastal city northeast of Tokyo ?	3
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?	3
How many airline schools are there in the U.S. ?	5
What is the highest peak in Africa ?	4
What state has the longest Great Lakes shoreline ?	4
Who was the first coach of the Cleveland Browns ?	3
Where did Wile E. Coyote always get his devices ?	4
What is the filmmakers collabrative ?	0
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?	3
What does INRI stand for when used on Jesus ' cross ?	2
What materials did the three little pigs use to build their houses ?	1
What is the purpose of the SysRq key on my computer keyboard ?	0
What beer advertised that it had `` three rings '' ?	1
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?	1
What country did King Wenceslas rule ?	4
What is the purpose of a car bra ?	0
What is Candlemas Day ?	0
When was Richard Nixon born ?	5
What color beans did the ancient Romans refuse to eat ?	1
What is the difference between a classical and an acoustic guitar ?	0
What constellation represents a hunter with club and shield ?	4
What World War II leader declared : `` The blow has been struck '' ?	3
What is the predominant color of the Tab label ?	1
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?	4
What does the name `` Anthony '' mean ?	0
What do you know about multicultural and multilingual schools ?	0
How do I log on to home page at Headquarters U.S. European Command ?	0
What made Jane Goodall famous ?	0
How many people was Randy Craft convicted of murdering ?	5
Who is Charles Lindbergh ?	3
Name the Islamic counterpart to the Red Cross .	1
What is cosmology ?	0
What percent liked Thatcher after she had been in power for a decade ?	5
The Jewish alphabet is known as what ?	1
What actor , who had greatest fame on TV , became the father of triplets ?	3
Who shoplifts ?	3
What are the residents of the island of Lesbos called ?	3
Who was Confucius ?	3
Who is the leader of Brunei ?	3
What two New York Yankee pitchers swapped wives and families ?	3
How many layers does a bottle of Yoo-Hoo settle into ?	5
What are some interesting facts and information about dogsledding ?	0
What film did Lee Marvin win the 1965 best actor Oscar for ?	1
Who 's the only U.S. president to have won a Pulitzer Prize ?	3
Who is William Wordsworth ?	3
Which of the following was Rhodes Scholar ?	3
What are all the rivers in Europe ?	4
What are the wolverine habits ?	1
How long does it take for your body to restore blood after you donate your blood ?	5
What is the nickname of Pennsylvania ?	4
What significant battle was fought in Belgium in 1815 ?	1
What kind of tree graces Lebanon 's flag ?	1
What is a ` borrow pit ' ?	0
What `` little red car '' is mentioned in pop singer Prince 's hit song ?	1
How much folic acid should a pregnant woman get each day ?	5
What were the first words spoken on a film sound track ?	0
What Pope inaugurated Vatican International Radio ?	3
Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?	3
How many miles of corridors are in The Pentagon ?	5
What city is found in the city of OZ ?	4
How did U.S.A become involved in the Barbary Wars	0
Where can I find info on Alexander Mackenzie ?	4
What is the name of the managing director of Apricot Computer ?	3
What is a fear of strong light ?	1
What number of American soldiers remain unaccounted from the Vietnam war ?	5
What was the name of Aristotle Onassis 's yacht ?	1
Woodrow Wilson served as president of what university ?	3
What is the name of the largest water conservancy project in China ?	1
Where can I read about Chiang Kai-shek ?	4
Why is the grass green ?	0
What is the difference between a board of directors and an advisory board ?	0
What is the speed of the Mississippi River ?	5
What is Goldfinger 's first name ?	3
What is the location of Edinburgh , Scotland ?	4
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?	3
How does the car in `` Christine '' become possessed ?	0
What is the temperature today ?	5
How many corners does a spritsail have ?	5
What are the benefits of home school ?	0
How many endangered species are there in the world ?	5
What is the largest city in the world ?	4
What nationality were the 123 people who died in the Black Hole of Calcutta ?	4
What organization was founded by the Rev. Jerry Falwell ?	3
Who was the original Humpty Dumpty ?	3
What are snowballs to a hot-rodder ?	0
What film was based on the play Everybody Comes to Rick 's ?	1
What was the birthplace of Edgar Allen Poe ?	4
What does an average daycare provider get paid in New England ?	5
When was Calypso music invented ?	5
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?	5
In which sport is there a `` scrum '' ?	1
What U.S. state boasts Leif Ericson Park ?	4
Who is Karenna Gore , Al Gore 's oldest daughter , married to ?	3
What household facility contains a float ball , ballcock , and overflow tube ?	1
How was Lawrence	0
What 's comic strip photographer Peter Parker 's secret identity ?	3
What are the lyrics to `` Smelly Cat '' ?	0
What Argentine boxer was shot dead outside a Nevada brothel in May ?	3
When was CNN 's first broadcast ?	5
What is money made of ?	1
Where can I get mailing lists ?	4
Where is the Valley of the Kings ?	4
Why do we ask for the `` check '' and not the bill at a restaurant ?	0
What is a fear of going to bed ?	1
How many feet long is a baseball pitcher 's rubber ?	5
How do you determine heating requirements for your home ?	0
What is the acronym for the rating system for air conditioner efficiency ?	2
What is the alphabet for Latin ?	1
Where must a soccer goalie stand to be permitted to handle the ball ?	4
How long does it take for your blood to make one complete trip through the body ?	5
What 's the meaning of the name Tatiana ?	0
Where are some great educational resources for parents and teachers ?	4
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?	1
Name one of the Seven Wonders of the Ancient World .	1
What is the capital of Burkina Faso ?	4
What country other than Germany invaded Poland in September 1939 ?	4
What kind of car did Janis Joplin ask the Lord to buy her ?	1
What was the name of the ball game played by the mayans ?	1
Why can 't women serve in the Navy on board submarines ?	0
Name a South African diamond producer ?	3
In what country is a stuck-out tongue a friendly greeting ?	4
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?	3
How many years did it take James Joyce to write Ulysses ?	5
Who said : `` The victor will never be asked if he told the truth '' ?	3
Name the various costumed personas of Dr. Henry Pym .	3
Who is Zebulon Pike ?	3
What 's the difference between TFT and dual-scan display ?	0
What is the approximate population of Las Vegas , N.M ?	5
What is the name of a book written by Aaron Hass ?	1
Who wrote the song , `` Silent Night '' ?	3
What is a courier ?	0
What is the state nickname of Mississippi ?	4
What English word comes from the Old French covrefeu , meaning cover fire ?	1
What kind of patent did Ermal Fraze get in 1963 ?	1
What is the average age of a member of the team that worked on the Manhatten Project ?	5
What are the various ways in which one can measure IT User Satisfaction Level ?	1
What is President Nixon 's birthdate ?	5
Who does data collection in tourism ?	3
Which classical Spanish writer said `` All that glitters is not gold '' ?	3
What sport do you shag flies in ?	1
What first-aid product `` Helps the hurt stop hurting '' ?	1
Who recorded the 1957 hit Tammy ?	3
How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .	0
How does an abacus work ?	0
What does Freddy Freeman say to become Captain Marvel Jr. ?	0
What movie has made the most money ?	1
Which mammal lives , breeds , eats , and sleeps underground ?	1
What does an emperor do ?	0
How many characters makes up a word for typing test purposes ?	5
What store does Martha Stewart advertise for ?	3
What is `` alternative '' anymore ?	0
What are the seven wonders of the world ?	1
How long does it take the moon to revolve around the Earth ?	5
What is the use of a 24-hour clock instead of a 12-hour clock ?	0
Name the two youngsters saved by the animated Moby Dick .	3
What are the 7 principles of learning from the Institute for Research on Learning , IRL ?	1
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?	3
How many movies has Drew Barrymore been in ?	5
What is D.B. Cooper known for ?	0
What are the distinct physical characterstics of the Arabian horse ?	0
What causes the body to shiver in cold temperatures ?	0
What is fellatio ?	0
Who was the first President to appoint a woman to head a cabinet ?	3
When was the De Beers company founded ?	5
What is the best place to live in the world , considering climate , civilization ?	4
What are the three most populated countries in the world ?	4
How does crosstalk relate to InSb thickness in infrared detectors ?	0
How is the element strontium purified ?	0
What is an ecological niche ?	0
Who is the prime minister of Japan ?	3
What is a hydrogen bond ?	0
How many varieties of twins are there ?	5
What province is Edmonton located in ?	4
CNN is owned by whom ?	3
What is the frequency of VHF ?	5
What is the exchange rate between England and the U.S. ?	5
What is Jimmy Olsen 's full name ?	3
What is the weight of a teaspoon of matter in a black hole ?	5
Where can I find a review of Nightmare on Elm Street in a film journal ?	4
How much did Alaska cost when bought from Russia ?	5
What is the name given to a group of geese ?	1
What was the monster in Spielberg 's film `` Jaws '' ?	1
What is the name of the pop singer whose song became the theme song for a brand of catsup ?	3
What Good Little Witch is Casper 's girlfriend ?	3
How often are brain cells replaced ?	5
What are hook worms ?	0
Who was President Cleveland 's wife ?	3
What caused the division between the Anglicans and the Vatican ?	0
Who wrote The Secret Life of Walter Mitty ?	3
How do cameras take pictures ?	0
What war was fought by the Spanish as far as the Philippines ?	1
What does a phobophobe fear ?	1
What European city do Nicois live in ?	4
How do you address a Chinese person ?	0
How many cubic feet of space does a gallon of water occupy ?	5
How many four star generals were there and who are they ?	5
What is the fastest computer ?	1
What did the Congress of Vienna establish ?	1
What is the nickname of the Cleveland Indians ?	1
What country 's northernmost city is Darwin ?	4
What does `` intractable plantar keratoma '' mean ?	0
What sport was the first televised in the U.S. ?	1
What are the rules to `` snow golf '' ?	0
What baseball great plugged Mr. Coffee ?	3
Who famously rode to warn the people of Massachusetts that the British were coming ?	3
What countries earn the most from tourism ?	4
In what war was the first submarine used ?	1
Why is the moon different sizes and colors ?	0
Whose cupboard was bare ?	3
What 's approaching when a cyclist shouts : `` Oil '' ?	1
In what county is Eckley Colorado ?	4
What was cash-conscious Colonel Edwin L. Drake the first to drill ?	1
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?	4
What city was Bobby Kennedy assassinated in ?	4
What is endometriosis ?	0
What is the contents of proposition 98 ?	0
What is the most commonly used 1 letter word in the English language ?	1
What ocean does Mauritania border ?	4
How many types of lemurs are there ?	5
What does a man suffering from diphallic terata have ?	1
What is the difference between a generator and an alternator ?	0
Who was Jean Nicolet ?	3
CNN is the abbreviation for what ?	2
Name a French fascist party .	3
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?	4
What are names of two old men who appear in the serial tv Muppets Show ?	3
Who lives at 39 Stone Canyon Way ?	3
How do you say 2 in Latin ?	1
Where is the Mayo Clinic ?	4
What is the snowiest city in the U.S. ?	4
When is a woman most fertile ?	5
What beer is ` rockin ' America ? ''	1
Who directed The Wild Bunch ?	3
What is the best online games site ?	4
What 's the tallest piece on a chessboard ?	1
When was the Brandenburg Gate in Berlin built ?	5
Who is the fastest guitarist ?	3
What 's destroyed in Genesis 19 : 24 ?	1
When did the Chernobyl nuclear accident occur ?	5
How did water appear on the earth ?	0
What do bee hives do in cranberry bogs ?	0
Who bestowed great power upon Captain Britain ?	3
What buxom blonde appeared on the cover of more than 5 magazines ?	3
What book did Aaron Hass write ?	1
Who were the head writers for the Smothers Brothers Comedy Hour ?	3
What name did football 's New York Titans adopt in 1963 ?	3
How long does a pig 's orgasm last ?	5
In what nation is Edessa located nowadays ?	4
What is Colin Powell best known for ?	0
What group starred in the movie Rock Around the Clock ?	3
Who is the prophet of the religion of Islam ?	3
What city does Orly Airport serve ?	4
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?	1
CNN is an acronym for what ?	2
What has to be produced in a writ of habeas corpus ?	1
Which college did Dikembe Mutombo play basketball for ?	3
How many people die of tuberculosis yearly ?	5
What does it mean `` Rupee Depreciates '' ?	0
What is website of the International Court of Justice ?	4
What is a fear of trees ?	1
What is the Islamic counterpart to the Red Cross ?	1
When was child labor abolished ?	5
How was the Kennedy money made ?	0
What planet did Percival Lovell discover ?	4
What 's the American dollar equivalent for 8 pounds in the U.K. ?	5
What Stephen King novel is set in a graveyard for pets ?	1
What is the name of the song that Dracula plays on the organ ?	1
Who asked the musical question : `` Have you ever been to electric lady land ? ''	3
What video format was an alternative to VHS ?	1
What do you say to a friend who ignores you for other friends ?	0
What are some important events of the 1830 's ?	1
What 's the tallest building in New York City ?	4
What do sailors use to measure time ?	1
What is habeas corpus ?	0
On which flight did Fawaz Younis commit air piracy and hostage taking ?	1
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?	0
Who was Israel 's first prime minister ?	3
What do you get by mixing gin and vermouth ?	1
How many people have been Captain America ?	5
What vehicles are raced in the Tour de France ?	1
When was China 's first nuclear test ?	5
What was the worst hurricane ?	1
What does the name Jenna mean ?	0
What radio , TV and movie character did Jackie Gleason and William Bendix play ?	3
What does SHIELD stand for ?	2
How many times a day should you take a prescription marked `` q.i.d . '' ?	5
Where does tuberculosis come from ?	4
In what medium is Stuart Hamblen considered to be the first singing cowboy ?	1
Who made Stonehenge ?	3
How fast is a 45Mhz processor ?	5
Who was Secretary of State during the Nixon administration ?	3
What was the target rate for M3 growth in 1992 ?	5
Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?	0
What happened to Phillip Taylor Kramer ?	0
What was the man 's name who was killed in a duel with Aaron Burr ?	3
What city has the two steepest streets in the U.S. ?	4
What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?	3
What is a biologist ?	0
What 's the term for a young fox ?	1
Why did the Aztecs first think the Spanish were Gods ?	0
Who was the actor who played Sam in the movie Casablanca ?	3
What would happen to Canada if Quebec separated ?	0
What is the temperature for cooking ?	5
What populous state covers 49 , 576 square miles ?	4
What four tournaments make up tennis ' Grand Slam ?	1
Who is Shirley MacLaine ?	3
What is a dental root canal ?	0
What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?	1
What is June 's birthstone ?	0
Where is Rider College ?	4
Who is Westview High 's band director in Funky Winkerbean ?	3
What store claims to be the world 's largest department store ?	3
What is a Mexican hairless ?	0
What was Queen Victoria 's title regarding India ?	3
How many years did Sleeping Beauty sleep ?	5
What scale measures earthquakes ?	1
What is Jell-O made from ?	1
What country owns Corsica ?	4
What is the name of the Jewish alphabet ?	1
What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?	3
What does the six-footed Musca domestica become when it enters a house ?	1
What is the secret of the universe ?	0
Why does a woman have to be a virgin to be a nun ?	0
When Mighty Mouse was conceived , what was his original name ?	3
How many Americans fought for the British in the American Revolution ?	5
What is the origin of the name Igor ?	0
What famous singing cowboy owns the California Angels baseball team ?	3
How did the war of 1812 affect Delaware ?	0
What country was A Terrible Beauty to Leon Uris ?	4
What does HIV stand for ?	2
What 's the largest U.S. agricultural crop by weight ?	1
Why did Egyptians shave their eyebrows ?	0
Who is known as `` the world 's oldest teenager '' ?	3
What year did the War of 1812 begin ?	5
What was spawned the term `` MiG Alley '' ?	1
What is the name of the highest mountain in Africa ?	4
Who was the Charlie perfume woman ?	3
What Batman character tools around on a Batcycle ?	3
How many Russians have landed on the moon ?	5
What newspaper serves Salt Lake City ?	1
What is the exchange rate for Australian to American money ?	5
What director made one silent and one sound version of The Ten Commandments ?	3
Who was the first governor of West Virginia ?	3
What was the name of Randy Craft 's lawyer ?	3
When did Charles Lindbergh die ?	5
What English word contains the most letters ?	1
What are the side effects of mevacor ?	0
What is a fear of weakness ?	1
What major league baseball team compiled the best won-lost record between 1957 and 1983 ?	3
What is the executor in a will ?	0
Who 's played the most games for the New York Yankees ?	3
In what part of the world is Mozambique ?	4
What does the name Gina mean ?	0
Who was the architect of Central Park ?	3
What is a fear of jealousy ?	1
What radio station did Paul Harvey work for ?	3
What 's the third month of the Gregorian calendar ?	5
What 's the most delicate-tasting member of the onion family ?	1
How do you clean badly tarnished brass ?	0
What is the origin of the word nevermind ?	0
How many shots can a stock M16 hold ?	5
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?	3
What building appropriately enough is depicted on the back of the 1-dollar bill ?	4
What did Esquire name Ash Hole of the Year for 1980 ?	1
When is the Tulip Festival in Michigan ?	5
What does a tarantula eat ?	1
What city does McCarren Airport serve ?	4
What disease plagued Europe , Africa and Asia ?	1
What medium is Stuart Hamblen the first singing cowboy in ?	1
Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?	3
What is it like to experience a near death episode ?	0
What is the largest city in Texas ?	4
What was the V-8 Juice slogan : `` the tastebud '' ?	0
How can I search for a word within my own webpage ?	0
What southeast Asian country has the Wang River joining the Ping River at Tak ?	4
Who was the lawyer for Randy Steven Craft ?	3
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?	3
Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?	4
Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?	3
What weapon is the mythological character Apollo most proficient with ?	1
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?	5
Independent silversmith 's account for what percentage of silver production ?	5
How many hands does Bjorn Borg use when hitting his forehand ?	5
What is a bone marrow transplant ?	0
What novel has Big Brother watching ?	1
Whose autobiography is titled Yes I Can ?	3
What was Joe Namath 's first contract worth ?	5
What is the definition of `` chancery '' file in real estate ?	0
What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?	4
What does U.S.S.R. stand for ?	2
What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''	5
Name a Salt Lake City newspaper .	1
What year did Montana become a state ?	5
What was the nickname of model Leslie Hornby ?	3
What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?	1
Which is the best opening move in chess ?	1
What is DEET ?	2
What are the odds of giving birth to twins ?	5
What is predicted to topple over between 2010 and 2020 ?	1
What monarch signed the Magna Carta ?	3
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?	1
What did the crocodile swallow in Peter Pan ?	1
What does Larry King do for a living ?	3
What is the best-selling television soundtrack of all time ?	1
What is the chemical composition of a Barbie ?	1
Who killed more people , Hitler or Stalin ?	3
Why do they call a hamburger a hamburger when there is no ham ?	0
Who is Nicolo Paganini ?	3
Name the lawyer for Randy Craft .	3
What country was Sir Edmund Hillary born in ?	4
What is Michael Jackson 's middle name ?	3
What season is the setting for Shakespeare 's Midsummer Night 's Dream ?	5
Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?	4
How big is Australia ?	5
What do Mormons believe ?	0
How many colors are there in a rainbow ?	5
What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ?	1
What happened to Pepsi Clear ?	0
Approximately how much does a teaspoon of matter weigh in a black hole ?	5
How many consecutive baseball games did Lou Gehrig play ?	5
In what movie is the number nine found in the title ?	1
Where are the Union Stockyards ?	4
What is capitalism according to Max Weber ?	0
What is the abbreviation of the International Olympic Committee ?	2
What colors make up a rainbow ?	1
What 's the No. 1 killer in industrialized countries ?	1
How do doctors diagnose bone cancer ?	0
What is the price for tuberculosis drugs ?	5
What is a `` USB '' port on a computer ?	2
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?	3
What university fired Angela Davis ?	3
Who won the 1968 California Democratic primary ?	3
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?	1
How many people own pets ?	5
What kind of animal was Winnie the Pooh ?	1
How many words are there in the Spanish language ?	5
Why does sound travel quicker through water than air ?	0
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?	3
What kind of business is 7-Eleven ?	3
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?	4
What is Occam 's Razor ?	0
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?	1
How do you get a pointsettia to turn red ?	0
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?	3
What does the term 3 mean to a newspaper editor ?	0
What country surrounds San Marino , the world 's smallest Republic ?	4
Why do men snore ?	0
Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?	5
In what year did they build the Berlin Wall ?	5
What was the price of Varian Associates ' vacuum products division ?	5
What film or films has Jude Law appeared in ?	1
Where is the Orinoco ?	4
What language is mostly spoken in Brazil ?	1
What are Halloween 's colors ?	1
What country do the Galapagos Islands belong to ?	4
What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?	1
What are some ways to help someone with Chicken Pox ?	1
What is the word for love of pain or abuse ?	1
Why are organ transplants more successful today ?	0
Who was the star witness at the Senate Watergate hearings ?	3
What was the name of Baretta 's cockatoo ?	1
What five-time winner of the Kentucky Derby lost his first 25 races ?	1
Why do girls have to wear training bras ?	0
What are the five basic swimming strokes ?	1
What is meant by the term `` yield to maturity '' in reference to bonds ?	0
How is energy created ?	0
What is `` the taste that beats the others cold '' ?	1
What was the backup singing group for Roy Rogers ?	3
How did the Hohenzollerns build their power around 17 ?	0
Who banned Peter Rose from baseball for betting on games ?	3
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?	1
What are the Poconos ?	0
How many members of a family could be drafted in the U.S. military during World War II ?	5
What was the first TV set to include a remote control ?	1
Where is McCarren Airport ?	4
How many people in the world speak French ?	5
How do you determine if a computer monitor has an SVGA adapter ?	0
What do ladybugs eat ?	1
What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?	3
What did the Seven Dwarfs do for a living ?	3
How many liberty bells have there been ?	5
Which Doonesbury character was likely to turn into a werewolf ?	3
Who 's the only president buried in Washington	3
Why do heavier objects travel downhill faster ?	0
What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?	3
Name a Gaelic language .	1
What century did art 's Romantic Period begin in ?	5
What is the time it takes a typist to type a screenplay that is 100 pages long ?	5
What is the difference between a fruit and a vegetable ?	0
How do you say , `` I love you '' in other languages ?	1
What is the meaning of the name Ella ?	0
Why did the Globe Theatre burn down ?	0
What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?	5
How do you get a girl to have sex with you ?	0
What London street is the home of British journalism ?	4
How long did Shea and Gould practice law in Los Angeles ?	5
What sport is Chris Jogis a top player of ?	1
What is chromatology ?	0
What effect does friction have on perpetual motion ?	0
What product `` doubles your pleasure , doubles your fun '' ?	1
What was the rallying cry of the early American revolutionaries ?	0
What is Win Rah ?	0
What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?	1
How do I contact answers.com ?	0
What are all the southern states of the U.S. ?	4
What Scandinavian capital is built on nine bridge-connected islands ?	4
What is the wingspan of a condor ?	5
What is the abbreviation for micro ?	2
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?	3
What count did Alexandre Dumas write about ?	3
Garry Kasparov plays what game ?	1
When Superman needs to get away from it all , where does he go ?	4
What is the only gland in humans that can regenerate itself ?	1
The Jewish alphabet is called what ?	1
Where was Lincoln assassinated ?	4
What is federal income tax ?	0
Who were the 1974 Oscar winners ?	3
What card company sells Christmas ornaments ?	3
What lake is Sheboygan on ?	4
What year was the Avery Dennison company founded ?	5
How do fuel injectors work ?	0
How many people die from tuberculosis each year ?	5
What two baseball players make up the battery ?	3
What are the benefits of a rowing machine ?	0
Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?	3
What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?	1
What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?	3
How many American soldiers remain unaccounted from the Vietnam war ?	5
Who played Al Jolson in the Jolson Story ?	3
What is `` Nine Inch Nails '' ?	0
What Honeymooners actress did Television magazine name as 1953 's most promising star ?	3
What is the definition of ` graphic details ' ?	0
How many degrees cooler is the inside of a cucumber than the air outside ?	5
What actress 's autobiography is titled Shelley : Also Known as Shirley ?	3
What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?	3
What is Bill Gross 's email address ?	4
Who was the first man to return to space ?	3
What percentage of the world 's plant and animal species can be found in the Amazon forests ?	5
What does an edentulous smile lack ?	1
How many elephants are left on earth ?	5
Name four comic strips about pilots .	1
What does caliente translate to in English ?	1
What is a fear of parasites ?	1
Who said : `` Soldiers win the battles and generals get the credit '' ?	3
Where can you find the Venus flytrap ?	4
What 's the second-biggest-selling magazine in America ?	1
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?	3
What is the largest museum in the world ?	4
What is the probability that at least 2 out of 25 people will have the same birthday ?	5
Why is the word `` abbreviation '' so long ?	0
What are all the southern states of the United States ?	4
Who lives at 24 Sussex Drive , Ottawa ?	3
Who developed the first polio vaccine ?	3
What was the `` Dead Man 's Hand '' ?	0
What is a Cartesian Diver ?	0
What does Tiffany mean ?	0
What sea separates Naples and Algiers ?	4
What joins white wine to put the spritz in a Spritzer ?	1
What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?	3
Who did Doris Day mean when she said : `` I call him Ernie because he 's certainly no Rock '' ?	3
What is IOC an abbreviation of ?	2
How many blacks served in the Vietnam War	5
Who is the leading competitor of Trans Union Company ?	3
Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?	3
Who said , `` I shall return . '' during World War Two ?	3
How many dots make up the symbol for `` because '' ?	5
How many people watch network television ?	5
How many objects orbit the Earth ?	5
What mountain range marks the border of France and Spain ?	4
What software offers inventors use of CAD-like design ?	1
How many lakes are there on the Earth ?	5
When did Mount St. Helens last erupt ?	5
What major airline has the best safety record in the world ?	3
How do you get silly putty out of fabric ?	0
What was the first Funk 'N Lata , Brazilian group , success ?	0
What father and son won the Medal of Honor ?	3
Who created the World Wide Web , WWW ?	3
What is the Homelite Inc. home page ?	4
How many villi are found in the small intestine ?	5
What is the first personal computer company ?	3
What country is the world 's largest importer of cognac ?	4
Who is the best known villain of the 165 Gunpowder Plot ?	3
Who declared : `` I think I 'll go out and milk the elk '' ?	3
What food can I use to catch a possum ?	1
To get the most caffeine , what soda should I drink ?	1
