sentence	label
( we wrap them nice and tight ) *we use our regular kitchen trash bags -- cheap ! .	1
too bad the product is cumbersome and intertwined trying to do so much at one time .	0
so i e-mailed the online tech support with that simple question , and got a reply which was totally unresponsive ( it looked as though they didn 't actually read the e-mail and just sent back a few boilerplate paragraphs ) .	0
great screen and great sound .	1
only con i can think of is no camera . . . .	0
you can turn this phone into a gaming machine , a camcorder or a digital camera , an mp3-player , a movie viewer , a voice recorder , a personal secretary , a gaps map browser , a book , a multifunction remote controller , practically everything that you can do with the computer , plus it is a phone ( ! . ! . ) and also you can carry it in your pocket : ) .	1
just follow the instructions carefully , it 's all based on a cd that has everything you need to get you up and running in no time .	1
when i finally got it working , it only worked properly for many a month .	0
this thing does everything but washes your dishes .	1
the colors on the screen are not as crisp as i 'd have liked them to be .	0
i 'm giving it 1 star because as compared to other nokia phones , its a 1 , compared to other blunders by other companies ( such a samsung and motorola ) it might be good . . . . but if you 're getting a nokia , don 't get this one .	0
"for a sleeker , smaller and more "" average "" mp3 player the nitrus is great but the ipod blows it out of the water - the interface is great and the design is wonderful ."	1
the reception and sound quality are top-notch .	1
no one has ever come to my house and noticed 'diaper odor . '	1
well linksys was one of the original big players in the router industry .	1
one neat thing - i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms - no problem for the camera - rooms looked like they had ample lighting .	1
with bluetooth off the phone last almost twice as long .	1
it 's not as stylized as a sony or samsung .	0
so reliability is the winner here for the ipod .	1
if there was a zero-star rating i would give it .	0
i compared this to a lot of other cameras , believe me , it 's value for money .	1
the wrt54g offers excellent security features and much more ( and easier ) configuration menu that i didn 't even need a manual to setup correctly .	1
very cool features . . . great camera with zoom . . . cool quality pictures . . . great ringtones . . . bluetooth feature is great . . . .	1
it 's easy to use , and makes transfering your cd collection to the player a cinch .	1
sound quality is great , fm tuner is fine , as is the recorder .	1
the manual mode is feature rich and i can 't wait to get the hang of it .	1
the quality is superb .	1
other than that , the simian series 60 os is great and offers lots of proprietary software that will work on your phone if you 're willing to hunt for it .	1
with one of the most intuitive user-interfaces around , seamless bluetooth sync with microsoft outlook , support for thousands of applications for the symbian platform which this phone runs on ( i own the ir remote , iq and a few others ) , the nokia 6600 is all of the above - one of the few phones from t-mobile that can claim such a distinction .	1
first 4 months it was in our bedroom and we did not even smell any odor .	1
technology wise , i think this is awesome plus the speaker makes it even great ! . ! . ! . ! . i love this phone ! . ! . ! .	1
we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken .	1
apparently , t-mobile is heavily back-logged and can 't keep up with demands .	0
at works as well as can be expected for products in this space and the company backs it up with good support .	1
however , its 3x optical setting is acceptable for 70 % of the shots that i take .	1
pros : - excellent sound , even with the headphones that come out of the box , but it absolutely rocked with my bose quiet comfort 2 set .	1
the only problem is the size of the keys .	0
the sound is amazing .	1
the service from t-mobile is very good too .	1
i am glad that i do not work for norton .	0
the keypad is a decent size , but the power on/off key is small and difficult to press .	0
it 's easy to use ( just a flip of the lid , and the diaper is gone ! . ) .	1
6 ) the phone is really wide , which seems to be a turnoff for many people , but the phone is actually easier to grip and feel more ergonomic .	1
ease of use/design : the ipod is a very easy to use mp3 player , and if you can 't figure this out , you shouldn 't even own one .	1
i highly recommend this phone .	1
n6600 supports midi , wav , arm , mp3 etc .	1
you can use the ob ex file transfer service with bluetooth from linux ( kde-bluetooth provides a nice integration into conqueror for this ) for sending files to the phone .	1
in short - nokia themselves don 't know that this phone doesn 't work with the palm , and if you don 't heed my advice you will spend hours with technicians around the globe reading from scripts , chiding you in broken english for not following their directions exactly .	0
in fact , people who have been present while i changed my almost 3 month old son 's diaper have been amazed at how the very 'potent ' smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ .	1
if you need a wireless router . . . . get it get it get it . . . . works really good . . . .	1
"if you have an older version of "" internet security "" installed , you may also need to remove it as well before proceeding with systemworks install ."	0
fm transmitter ( belkin has a good one ) to use zen with your car stereo fm tuner latest find : connected this baby to my $3800 audiophile audio system and it produced clean sound compared to ipod .	1
*holds the odor in nicely ! .	1
there are extra features packed inside this unit ( some that most will hardly ever use ) such as fm radio tuner , voice recorder , calendar , and alarm clock .	1
it looks nice and sleek and the blue background light looks awesome against the black .	1
and the firewall came with a wizard which made it effortless to configure it to my lan .	1
i can use it as a modem for my computer , connect with clients and friends , the possibilities are endless .	1
we 've never experienced odor from the pail .	1
the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda willa .	1
the more i use it and figure out how to do things , the more i like it .	1
but it is smooth , it is powerful , it is affordable & it has a proven track record .	1
no down time , great signal strength .	1
great design -- very sleek and touch wheel has still never been successfully copied ( virtual ones are the only competition ) ; . and now the wheel clicks , taking away a lot of headaches from 3rd gen and very navigable in the menus .	1
battery : a big big plus .	1
purchased this router a few months back , no problems whatsoever .	1
for me , it is as important that the tool be comfortable to use as it is that it produce a high-quality result .	1
i haven 't tried to set up any advanced features on the router , but it is not difficult to set up for basic use .	1
the log functions helps you track down the incoming , outgoing calls in the most easy of ways .	1
believe me when i say this i have used and fingered all nokia phones and the 6600 has the best keypad	1
the sound quality is superb , much better than that of an ipod , in my opinion .	1
it holds a lot of diapers , not to mention the odor ! .	1
i upgraded from an older 801 . 11b router to the linksys wrt54g for its improved security , and of course , speed .	1
this phone has the best battery , it lasts longer then my old 3210	1
start up , log off , log on . . . everything became very slow .	0
the accessories that come with the player are great .	1
the stand that comes with it is very useful to prop it up on the desk .	1
reset the network , tried the connection , and it 's working like a charm .	1
the blue light also makes this player one of the most fashionable in the market also .	1
it gives you the most bang for your buck , period .	1
the battery on mine lasts 2 days if i don 't play games that much , and it only takes 90 mins to charge from flat .	1
photos are pretty darned good ! .	1
this may be a really cool phone , but it 's not worth it with t-mobile .	1
and really this is the best phone one could have .	1
the phones are awesome .	1
by focusing exclusively on quality rather than excessive marketing , they have introduced a player that can look the ipod straight in the eye and not flinch .	1
namely , it wouldnt sync .	0
the micro has an impressive array of very nice features and a well designed user interface .	1
they take excellent macro shots as well .	1
so far it all works fine with either cable or wireless connections .	1
5 . check traffic411 . com for la traffic on the 405 .	1
this is somewhat annoying , but from working with computers ( especially windows -- ugh . . . )	0
- no voice activated dialing ( what were they thinking	0
they are sensitive and accurate ( perhaps too accurate , it senses through t-shirt cloth , but the touchpad can be locked ) , but easy to clean , unlike buttons .	1
one of the best cell phones i have ever used to-date .	1
i have not yet used all the features , like the calendar , etc , but as a music player this little thing rocks .	1
in my table the m12v has been a real champ .	1
i purchased this phone for just 50 $ and there is no end to what i can do with it .	1
however , i suspect that many people are having a bad experience -- do not purchase this product .	0
and we still love it ! .	1
the voice recorder is a beautiful add-on ; . not even necessary , but just an example of why apple just wants your money and creative labs wants to make a better player .	1
initially , i was very impressed , after loading 180 songs it seemed to function very well but then it would lock up on me and a battery removal remedied this , i then downloaded the upgrades and everything seemed to be alright .	1
don 't worry this player rocks .	1
however after purchasing a 20 gb ipod it 's clear to see the superiority .	1
i actually took a friends word on it and went with this champ when registering and i am glad i did .	1
get great themes and wallpapers for this phone and many many polyphonic rings .	1
i highly recommend it if you are looking for a phone with great camera quality and/or lots of features you would find in a pda .	1
overall , if you know what basic steps to take , it was not difficult to connect , and the s/w worked well to connect .	1
i 'm probably the only person that dislikes the itunes software .	0
i mean , they 're short ! .	0
works pretty well .	1
after several years of torture in the hands of at&t customer service i am delighted to drop them , and look forward to august 2004 when i will convert our other 3 family-phones from at&t to t-mobile ! .	0
i am a big fan of itunes , simply because it is terribly fast and convenient - if you are buying the songs from the itunes site .	1
excellent sound i mean the player has juice .	1
9 3x built-in optical zoom is a lot for this price range .	1
the pictures are absolutely amazing - the camera captures the minutest of details .	1
this is the first phone i know of that has the large bright screen , infrared , bluetooth , usb connector and a speakerphone .	1
both the antivirus and firewall are integrated into one piece of software and they update together .	1
since i use it in a table , i don 't use the plunge feature , but if i ever need it i 've got it .	1
the only way my pc internet works is if i open the firewall program configuration and manually refresh it .	0
2- it is bulky and the small buttons on the sides are sloppy to use .	0
if you 're looking for a small , compact , super resolution digital camera , you can end your search with the nikon 4300 ! .	1
it is very light weight and has a good signal strength .	1
on the fly play list creation , address book , removable storage drive capabilities , sound recorder , the list goes on people , this thing is literally so chalked full of goodies , it was like halloween all over again .	1
there is no fm tuner , while there is no fm tuner on the creative zen ( on the micro version of the zen there is a tuner ) , the iriver h10-20gb , the rio karma , and the audio x5 have fm tuners .	0
it may not top the ipod mini , but it 's definitely an alternative if you also want the extra features and good sound quality .	1
the diaper champ is so simple that my toddler loves to put his own diapers in the diaper champ and flip over the handle .	1
i love that you can create custom playlists , and organize music in so many different ways .	1
i experimented with online print ordering with the two major us brick and mortar retailers , and they both delivered great results .	1
the radio works excellent in my area , i 'm not sure everywhere else .	1
this is a well-made and powerful tool .	1
"getting the router setup in a "" vanilla "" configuration that works for 99% of users was very easy , and i was able to do this no problem ."	1
yes , the 1-800 number probably redirected me to someone in india , but the guy was easy to understand , and he helped solve the problem .	1
so far i haven 't had so much complaints except that i still haven 't mastered how to scandisk when using internet security .	0
in fact , it supports the new wpa encryption standard , which is way better than wep .	1
in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range .	1
it has a handsfree loudspeaker , conference and transfer ! .	1
the person on the other end of the call can hear you perfectly .	1
also , the touchpad seems to be waterproof to some degree .	1
however , the ipod does not come close to the number of extra features that the 'zen micro ' has to offer .	1
the more subtle tones that were included with the phone are hard to hear at times .	0
among my requirements for a phone were : good screen , decent camera , bluetooth , and gprs support .	1
one cabinet shop has been using one regularly in a router table for 11 years without a problem .	1
i am extremely satisfied with this camera .	1
yes , the picture quality and features which are too numerous to mention are unmatched for any camera in this price range .	1
battery life is exceptional , lasting longer than the 8-10 hours that seem reasonable with most music players on the market .	1
"that 's it for now , what are you doing still reading this , click the "" add to cart "" button already ! ."	1
other mp3 players won 't give you the sonic clarity of the zen at this compression level , so i imagine they won 't at lower ones , either .	1
the voice quality is very good , and it gets great reception ( that is , in places where you get t-mobile coverage , which is not that good ; . see below ) .	1
using supplied s/w , you can transfer all addresses from a different nokia phone into it .	1
have had the nokia 6600 for a year now and am generally very happy with it and with t-mobile .	1
"while i have not had the "" privilege "" , as many call it , of owning an ipod , based on the experience of friends who have had some misfortune with their ipod ( and subsequently purchased the zen touch or zen micro ) , i can pretty much rest assured that my decision to purchase the zen micro was one of the more informed ones ."	1
it receives very nice mms pictures from other gsm phones .	1
it looks sleek and modern .	1
feature wise , its a lot better than the dlink and netgear routers out there .	1
yin to point out they have experience , and so the reliability of the connection you get is among the best .	1
the height is a more convenient reach than others , where you have to hunch over .	1
the program brings more problems than a virus , albeit not as major problems , just not what you expect for 70 bucks .	0
4 ) buttons are quite small and is really a pain exp if one is fond of text messaging .	0
update ( march 2005 ) : my son has been out of diapers for almost 2 years now , but the diaper champ hung in there till the very end - easy to use , no problems with odors , and one of the best bargains among all of the paraphernalia required for the modern baby : - )	1
"the diaper champ turns the smelly diaper into "" what diaper smell "" in less time than that ."	1
the back of the ipod is in a chrome finish , and this surface is prone to scratches .	0
if your looking for a great sounding mini player , you can 't go wrong with the zen micro .	1
the phone is small , light , and very attractive .	1
i upgraded from nis 2003 , and the change in performance has not been noticeable .	1
i 've dropped it at least a dozen times to my recollection and it still works as good as ever .	1
i do not count this as a negative , however , because it is not that much of a nuisance and at the price for what you get this router is way too good to pass up ! . ! . ! .	1
"some people have commented about the size and weight of the phone , and it has rightfully gotten the nick-name "" the bar of soap "" which , it really is ."	0
fm tuner & microphone : having a tuner in the player is a blessing .	1
ive had this phone for a year now - and its the best phone i have owned .	1
the ipod is not overpriced compared to the market .	1
even though i have the parental controls off it constantly starts updating them then freezes my computer .	0
my last simpler nokia started right up and was immediately ready for use .	0
i 've since gotten the linksys modem ( befcmu10 ) and stacked it with the wrt54g router and it works fantastic ! . ! . ! .	1
it is just a tad small to hold to your ear with your shoulder , but that is solved with the very comfortable handsfree ear-piece which is included .	1
this phone is one of the best i 've ever used .	1
anyway , my wife got this for me for my birthday and i love the thing .	1
i 've had nothing but good luck with t-mobile .	1
for more than a year , and it is totally reliable .	1
"my ipod freezes occasionally , which is especially annoying when you 're in the middle of a game of "" brick . "" *"	0
the 4g ipod costs the same as this 5g zen micro .	1
i wanted this product because i didn 't have to buy special bags for it and it also came highly recommended .	1
drops and strong signals even from the backyard .	1
what a kick butt mp3 machine and the freedom to get songs from a reasonable source , instead of paying for them two or three times , then get the creative zen ipod killer , kiss my ass itunes ! .	1
when i turned the phone on , the first thing that hit me is how good the screen is .	1
there seem to be fewer collisions and dropped packets as i read from the router logs than with my old dlink router .	1
3 ) the champ is odor free for at least 15 months .	1
"even at the "" normal "" setting , a 8x10 print ! . shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" ."	1
the micro seemed like an ipod for less .	1
im able to keep my phone on for about a week ( mostly stand by ) to three days ( regular use )	1
the power , low noise operation , and speed control makes up for the problems i have experienced .	1
when i got it home , i discovered that the menu options for sending messages via either text or email simply were n 't there :	0
i use the regular kitchen trash bags and it is so easy to empty .	1
you can even use the ipod to store files from your pc and export your outlook files to it .	1
best in class .	1
i couldn 't believe what i had been missing .	1
the player is great .	1
t610 supports only midi files .	0
i absolutely love it .	1
but if you use all bluetooth accessories , as i do , its really not an issue .	1
also , you have to use it with itunes - or they 'll sue , dammit ! . but itunes is about as good as anything .	1
when i saw a high gain ( low price ) antenna was available to the wrt54g router , i thought i 'd happily give up some ( practically unattainable anyway , since you 've got to be in spitting distance from the router ) speed in favor of wider coverage .	1
the hitachi has plenty of power , runs smooth , and cuts effortlessly through maple ( with freud bits ! . )	1
the photos in the address book are terribly scaled too ; . they look as though they were built out of lego's .	0
this is one of the best purchases we made .	1
if you are new to the market and looking to buy a symantec software product , save yourself some money and buy the 2003 version .	0
some features that the 'zen micro ' has that sold me on my purchase include : a 5g hard drive . . . actually an sd flash card drive . . . very large and much more than actually needed , the ability to sync with microsoft outlook 's calendar , the long battery life of about 10 to 12 hours ( i can change the battery myself for about $40 to buy vs .	1
7 picture quality is excellent .	1
compatibility with other devices is excellent too ; . i 've only found one 11b device that won 't work with its mixed mode ( and it won 't work with *anyone 's* mixed mode ) .	1
i treat the battery well and it has lasted .	1
apple has definately fulfilled its reputation in making quality equipment , and surprisingly wasn 't as expensive as its reputation normally holds .	1
it 's easy and really works , with some incredible range .	1
it holds plenty of songs .	1
the internet functions of the phone - wap and gprs - will only work through t-mobile 's services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network .	0
the extra gb of hard rive space , remove able battery and fm tuner , as well as the fact that i was previously a satisfied owner of the nomad ii put it over the top for me .	1
the mms technology is very well integrated with this phone , which you will enjoy .	1
as of october , 2004 , these products are not working and i 'm ready to demand a refund from symantec .	0
if you have no previous version of nortron security on your system , or nortron antivirus , the installation will go fine , otherwise dig in and in to do a major registery clean up ! . the old programs will leave a trace that will mess up the new installation , even if you uninstalled the old programs perfectly .	0
this is the best purchase i 've made in a very long time .	1
i have no problems with the touch pad ( once the sensitivity is set to low ) and the interface is a breeze to use without even looking at the pdf manual .	1
i noticed that the micro adjustment knob and collet are well made and work well too .	1
actually , the creative zen micro solves all that .	1
i love how small the thing is , and the blue glow - i 've had it for two weeks with no electronic problems at all .	1
in addition it comes with a sleek and powerful headset .	1
"the sound is great , the portability , etc . . . all the "" stuff "" you expect from a good mp-3 player , this zen micro has it ."	1
while this phone obviously doesn 't have the same quality construction as motorola does , the nokia 6600 is one of the better phones i 've used .	1
it has it all .	1
i 'm sure you can read the specs above to see everything it does , but for me the best thing is that i can easily check my email , movie times , news , or any website with this phone .	1
this product is way cooler than anything ive used before ( pencilings and maccabees and norton antivirus alone ) .	1
this is an excellent router for the money .	1
this process can be very annoying and unsafe when you are driving a stick shift on the highway .	0
i have a modern pc with lots of speed and memory , but this firewall just brought it to a halt .	0
service is great as far as i can tell , features work like a charm , ringtones are high quality if you buy them from t-mobile and aim is great .	1
i will never buy their product again at this rate , and neither should you .	0
( you can do it one handed while still hanging on to the baby . ) also , we like using regular trash bags instead of having to worry about buying refills ( like with the diaper genie ) .	1
i could probably use a trash can and be ok at this point , but this pr duct seems to work very well so far .	1
this is only a problem at night , during the day the screen is very easy to see .	0
transferring music is a breeze . i don 't subscribe to music services , but as mentioned on other reviews , micro allows you to subscribe to services other than itunes .	1
i click pictures in jog format and because the phone has a bluetooth device i find it extremely easy to transfer pics to my pc and forth .	1
incredible memory ! .	1
i like some local stations , stern , and npr , and so the radio seemed like a great option .	1
this is the fourth version of systemworks and the second version of internet security that i have used and it has always been a favorite .	1
i spent hours setting up the stations ( accepts about 13-14 , i believe ) , though the reception is unpredictable .	0
the sound is bright and clear , the ability to store any mp3 's ( and not just apple-approved files ) is great , and i plan to make use of the storage space and sound recording from time to time .	1
these include : mp3 , wave , wma , wma pro , and wma loss less ; . it is very user-friendly simply by right-clicking the file ( s ) to be converted .	1
nikon 4300 , i feel , is the best camera out there for the features and price .	1
3 ) joy stick for eazy navigation , 35mb memory card to store the pictures and stuff .	1
"the card basically installed itself and the "" install wizard "" on the cd that came with the router basically set the router up to work with one computer ( with the 54g card ) and also a second computer in my house ( with an 11b card ) ."	1
this phone is great as a whole and is not like others with one or two good qualities .	1
an extra gig of room , fm radio , voice recorder , pim applications with sync to outlook .	1
this model does have the traditional key arrangement , it 's just that they are really close to one another , and have unconventional shapes , so it takes a big getting used to for someone like me with big hands .	0
the battery life is ok , but can be somewhat short when working a lot with the monitor on .	1
the latest of internet security has antispam function that is helpful because i has received a mountain of those these days .	1
i did not have any of the installation problems that people highlighted here .	1
sound i 'm no audiophile but i was amazed by the clarity the player had , it was much better than the sound card on my computer and louder too .	1
i use the router with a 3 1/2in raised panel bit with no problems .	1
all in all , it 's a good router if you don 't have the cash for a speed booster one .	1
goes ~3 days after a charge .	1
nice little phone . . . light compact . .	1
the 6600 has more amenities than most - world phone , camera ( vga/zoom/night mode/timer ) , video ( w/ audio & zoom ) , speaker ( good sound ) , bluetooth , infrared , modem for computers , electronic wallet , internet access , calendar , calculator , converter and more .	1
we just use the glad tall kitchen trash can bags with odor shield from target and they work wonderfully .	1
i find that it is stable in my hands and its ' weight actually contributes to that stability .	1
it really is an awesome camera that is hard to beat for general-to moderate snapping .	1
settings for just about everything , beautiful pics and beautiful prints .	1
the battery is removable .	1
the height adjustment knob is a bit flimsy , but it works well and provides good accuracy .	1
but the product is elf is great .	1
everything , so far , has worked flawlessly .	1
for looks , well ipod is head and shoulders better , both the iriver and creative zen look positively ugly when next to a gleaming ipod .	1
i highly recommend this camera to anyone looking for a good digital camera that takes great pictures yet does n 't take weeks to figure out how to operate .	1
i have had the ipod mini and it performs on the level with my sound card but the micro beats it outright .	1
poor visibility on the keys .	0
there is an open-source firmware on the net which has tons of extra features .	1
i enthusiastically recommend this camera .	1
for the zen creative focused on packaging which looked well thought out , well presented and easy to open and put back together .	1
the only problem i had was a small glitch with t-mobile .	0
i would highly recommend that you do this if you want to learn something , but if you are not interested in learning this stuff and just want a working wireless router , just get the wrt54g .	1
everything else about the ipod is great , the click wheel is very easy to use and so is the software that comes with it .	1
and it is extremely well-priced for what you 're getting .	1
if you are looking for a user-friendly diaper pail that actually does keep the odor contained , than the diaper champ is the one for you ! .	1
and , when you think about it , it 's insulting that norton requires its customers to jump through these hoops -- anyone who can provide proof of purchase , whether on the phone or online ( what if your computer is down ? . ) , should have equal priority .	0
just want a wireless router for home or your very small business , you can just get a wrt54g from here and configure it .	1
its ability to record radio is useful as well , but would have been more so if it could be preset .	1
with the right firmware , drag and drop to and from the player like any other jump drive .	1
user interface : the software is simple and straight forward .	1
i really regret signing up with t-mobile , but i 'm stuck with them for the next 6 months of the contract .	0
navigating through the menus is super easy , especially if you have owned a previous model nokia phone .	1
however after playing with it for three weeks now , i 'm convinced , the zen micro is superior .	1
the bass treble the sound detail is aw some .	1
upon opening the box i was confronted with this small cute little mp3 player .	1
the phone offers a 32 mb mmc card and i think that is certainly the most exciting feature .	1
 	1
when you consider expandability ( downloads via computer ) , the numerous features , two transmission programs and multiple storage devices , dependability - this is a phone that isn 't easy to out-grow .	0
if i could , i 'd trade-up on my creative muvo2 and snag a zen micro tomorrow .	1
i just purchased this phone and i think this is the coolest phone i ever had .	1
there are some highs to the 2004 edition , but mostly lows .	0
it 's a bit pricey to call home from other countries but the instant messaging to and from covered countries in europe are quite reasonable .	1
i have an ipod and it is a great buy .	1
it is a bit difficult to get the unit open ( the advice to take it slowly is sound ) , but now that our son is walking and exploring , i consider this a positive attribute ! .	1
the extra spare battery is just a neat bonus .	1
operating its many features is easy and often obvious - i 'm no annie levitt's , but i was able to figure out most of its abilities just messing around with it at a camera store .	1
everything shines of quality .	1
it is extremely light and disappears in your pocket .	1
i already knew something was wrong , because much of the spam i 've seen in the past six months was from resellers of norton products .	0
all in all , this is a great phone .	1
basically , i ate the cost of the renewal and ate the cost of the tech help .	0
one more thing , the default ringtones that come with the phone are horrible .	0
the compact digital camera is especially useful if you have little children around and you can always take the camera with you and take many pictures of them .	1
i must add to the dismay/delight of readers this phone is simply the most groundbreaking phone mankind has ever held .	1
i 'm not overly fond of green but when i used this hitachi m12v it turns out that now i 'm very fond of it .	1
i was using a motorola t720i with verizon and i had alot of dropped calls and i had troubles syncing data .	0
which is really nice because you can get pretty much any piece of music in midi format for free on the net .	1
i guess the two antennae help with that besides making it look cooler .	1
i do give create to creative for their attractive design .	1
controls easy yo use and easy to get to .	1
picture quality in outdoor settings is indistinguishable from 35mm .	1
also , it takes any kitchen sized trash bag , so there is no special bag to stock .	1
creative has been making computer sound equipment for decades and with the zen micro it finally has something with enough quality and , yes , charm to win a nice size of the digital player pie .	1
i 'd give it 4 . 5 stars if possible , but since 5 stars would be misleading , i give it 4 stars .	1
there is no comparison , the champ is easy and smell free , the genie was difficult to use one handed ( which is absolutly vital if you have a little one on a changing pad ) and there was a def finite odor emanating from the genie plus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn 't any added bulk around the sealing edge of the champ .	1
this was possible due to the variable speed settings for any sized bit .	1
the problems i had installing norton extended way beyond what symantec should reasonably expect the public to deal with .	0
at first glance , i thought this phone was a little too big for me , maybe a little too complicated .	0
while i am not happy that a solid state device died after such a short period of time , my quick review of this product space did not yield any other brands that seem much better than linksys .	1
downside : it takes a long time to start up .	0
perhaps i bought the micro to be different , the cheaper price tag ( from amazon ) , the design , or avoiding the high ipod theft in nyc subways .	1
- looks sleek , compact , has a radio .	1
but anyway , the only thing you should really look at here is the fact that the phone does have voice dialing .	1
1 ) the champ is easy to use .	1
it also has a voice recorder and fm radio that you can only get on an ipod if you but an adapter seperately .	1
both the on/off switch ( soft start ) and the depth lock are within easy reach of the right hand .	1
all of this said [as it 's on it 's way back to amazon] , the one song it did include provided far better sound than the ipod .	1
it beats apple on the storage space , it beats apple on the removable battery ( and batter life ) , and i personally like its interface more than the ipod scroll wheel .	1
awesome camera with huge print quality in a tiny package .	1
first , it serious , serious installation problems .	0
just point and shoot and the photos were great .	1
the blue backlit lcd looks really neat and is easy to read .	1
2 . it can be operated with one hand - leaving a hand on your baby on the changing table .	1
finally , i reiterate my thumbs-down rating for t-mobile as a carrier .	0
the player is smaller than you think .	1
the menu is easy to use and understand .	1
i love the features , the interface , the size ( the screen is a delight ) , the camera ( though i admit i 'm not much of a camera user -- so just a toy for me ) , the internet connectivity , the quality , etc .	1
this router does everything that it is supposed to do , so i dont really know how to talk that bad about it .	1
the new router came with an updated setup utility that makes getting the router installed a fairly straight forward process .	1
you actually can talk to a real person for support in under an hour ! . ) .	1
the design of the col lets is excellent and far exceeds any of the craft man ( toy/junk ) routers i have previously purchased .	1
no more banner ads , pop-ups , and the reliable antivirus .	1
the menu pops up after 3 seconds the picture takes a while to load from its slow card memory .	0
there are some features in the user interface that i find a little inconvenient .	0
the voice recorders good , but you can 't record songs off the radio for ring tones .	1
i would have given this phone 5 stars if it wasn 't for the fact that i would rather use my 3330 to do all the most common things you do with a phone .	1
i didn 't have any major problems installing this software .	1
i 've had almost no problems with the firmware ( ie , lock-ups , shut-downs etc ) , but i have kept the player up to date .	1
+battery life is awesome if you upgrade the firmware [requires a windows pc] or make sure to always plug the ac adapter into the player before plugging into the outlet +awesome sound quality . . . i mean it is creative right ? .	1
likewise , i 've heard norton 2004 professional version is fine too .	1
*	0
the small size is perfect for my little hands , but may perhaps be uncomfortable or awkward for a bigger person .	1
i think sound quality should be the first and foremost feature , and the zen is leaps and bounds better in sound quality , with no need to upgrade the earphones .	1
"their website had a download that helped remove those , although i had to manually remove a good number of files from the "" programs "" directory ."	1
i 've used the speakerphone for almost two hours once and the battery did not even go down one single bar .	1
i 'll be getting a second one for my router table ! .	1
cons : no am/fm radio tuner -- something a large number of compete tors are doing	0
i give it 4-stars only because the installation process - or rather problems that may surface during the installation process - can be frustrating to the average computer user .	0
from the internet , woodworking books , local stores and personal opinions the hitachi m12v 3-1/4 hp router time and time again came up to be the router of choice or best for its price .	1
it is lightweight , sleek and attractive .	1
battery life is very good , i use it every day and i have to charge it every 5 or 6 days or so .	1
size - extremely small and convenient will fit in your pocket and not bother you .	1
this phone is a winner . . .	1
the included fence guide is easy to set up and quite accurate as well .	1
5 stars all the way ! .	1
this program enables the user to batch convert and convert audio files from one format to another .	1
well the champ has survived it 's first year with our son and it is great ! . ! .	1
one downside : as of this writing , t-mobile has n 't updated their t-zone system to fully support the 6610 .	0
few month ago , it 's very popular among my community .	1
this camera was affordable , very easy to learn , and produces spectacular images .	1
this phone is not suitable for fast people , maybe only for old people .	0
when it 's working , it 's great but it is very temper mental .	1
seems to work great .	1
the depth adjustment and bit changing is much easier on the m12v than it was on my old router .	1
it 'll make life a lot easier , and preclude you from having to give this product a negative review .	1
we hardly ever have to charge them , get great reception ( live in chicago ) , and the customization and applications are awesome .	1
five gigabytes is plenty for my great albums .	1
really easy to use .	1
before you run out and buy an ipod , understand something : there are reasons the zen is worth encountering this kind of hassle , principally excellent ( for mp3 ) sound quality .	1
the great and versatile ipod	1
there is little meaningful difference between the two versions aside from the tedious activation process , and the product is currently rather buggy and has problems running unless cleanly installed on a formatted drive .	0
the sound is quite good , in terms of volume .	1
i highly recommend a nokia 6610 .	1
during install , nis would either freeze or not reboot properly when asked to do so .	0
unfortunately , i sold it exactly a month later .	0
the software with the ipod includes itunes , which allows you to play the music on your computer , rip cds onto your computer , and move your music from the computer to the ipod .	1
i can 't smell anything ( and believe me , this is quite something with my baby ) .	1
pi ii 1ghz 512mb rd ram windows xp pro 80gb hd i was able to uninstall nis 2003 and install nis 2004 with no trouble .	1
i like the size and shape .	1
buying software that can not be installed normally and being put into the position of having a non-working computer .	0
"the "" movies "" last about 5 seconds ."	0
as far as linksys goes , i have used several of their products and they seem to hold up well - no problems .	1
the zen offered a great alternative .	1
i 've had this phone for almost a year now and it has been nothing but great to use .	1
it works easily with one hand , which is important .	1
while going for a cellphone , i was fully determined to buy a nokia only as it is the best in cellphones .	1
the pop up blocker and anti-spam are bonuses .	1
overall , this router seems like a reasonably priced product th ! .	1
the sound is just fine .	1
this router works at 54mbps that 's megabyte not kilobyte .	1
the ipod is a very nice product , which given reasonable care , should give a lot of service .	1
3 . the nokia 6600 has a brilliant java interface .	1
i am impressed with how easy this camera is to use .	1
love the speaker phone .	1
the battery life on this phone is surreal .	1
give each friend a different ringtone .	1
it is crystal clear .	1
all-in-all , its good enough for its price as long as it doesnt break again due to normal use .	1
however , the main problem that i think is the with the sound quality .	0
the fit and finish of the product is first-rate .	1
i 'm amazed at the photo quality -- prints are indistinguishable from 35mm prints .	1
- replaceable battery .	1
the mobile text messaging , chat , picture sharing etc . other niceties , that you would enjoy .	1
